Time (ms), Left Level dB, Right Level dB, rMomentary LU MAIN, rShort LU MAIN, rIntegrated LU MAIN , rPeak Correction dB MAIN
17400000,  -23.00,  -23.00,  -25.55,  -25.45,  -22.12,   -2.31
17460000,  -26.00,  -26.00,  -25.53,  -25.45,  -22.13,   -1.70
17520000,  -26.00,  -26.00,  -25.55,  -25.45,  -22.14,   -1.02
17580000,  -26.00,  -26.00,  -25.51,  -25.45,  -22.14,   -0.37
17640000,  -26.00,  -26.00,  -25.49,  -25.43,  -22.15,    0.69
17700000,  -26.00,  -26.00,  -49.59,  -49.54,  -22.16,    1.26
17760000,  -50.05,  -50.05,  -49.58,  -49.53,  -22.17,    1.91
17820000,  -50.05,  -50.05,  -49.59,  -49.50,  -22.19,    2.64
17880000,  -50.05,  -50.05,  -49.57,  -49.56,  -22.20,    3.51
17940000,  -50.05,  -50.05,  -49.60,  -49.51,  -22.22,    4.49
18000000,  -23.00,  -23.00,  -22.50,  -28.26,  -22.23,    5.45
18060000,  -23.00,  -23.00,  -22.53,  -22.46,  -22.23,    1.65
18120000,  -23.00,  -23.00,  -22.53,  -22.45,  -22.23,    0.98
18180000,  -23.00,  -23.00,  -22.52,  -22.45,  -22.24,    0.84
18240000,  -23.00,  -23.00,  -22.50,  -22.44,  -22.24,    0.48
18300000,  -23.00,  -23.00,  -22.48,  -22.45,  -22.24,    0.48
18360000,  -20.00,  -20.00,  -19.55,  -19.47,  -22.23,   -2.59
18420000,  -20.00,  -20.00,  -19.53,  -19.44,  -22.21,   -2.58
18480000,  -20.00,  -20.00,  -19.53,  -19.45,  -22.20,   -2.60
18540000,  -20.00,  -20.00,  -19.54,  -19.43,  -22.19,   -2.59
18600000,  -20.00,  -20.00,  -19.53,  -19.45,  -22.18,   -2.58
18660000,  -20.00,  -20.00,  -22.46,  -22.46,  -22.18,   -2.57
18720000,  -23.00,  -23.00,  -22.48,  -22.41,  -22.18,   -2.26
18780000,  -23.00,  -23.00,  -22.52,  -22.45,  -22.18,   -2.80
18840000,  -23.00,  -23.00,  -22.46,  -22.42,  -22.18,   -2.81
18900000,  -23.00,  -23.00,  -22.46,  -22.43,  -22.18,   -2.60
18960000,  -23.00,  -23.00,  -25.51,  -25.42,  -22.19,   -2.03
19020000,  -26.00,  -26.00,  -25.48,  -25.45,  -22.19,   -1.34
19080000,  -26.00,  -26.00,  -25.50,  -25.45,  -22.20,   -0.62
19140000,  -26.00,  -26.00,  -25.53,  -25.46,  -22.21,    0.47
19200000,  -26.00,  -26.00,  -25.53,  -25.45,  -22.22,    1.01
19260000,  -23.00,  -23.00,  -22.56,  -22.44,  -22.22,    1.18
19320000,  -23.00,  -23.00,  -22.50,  -22.44,  -22.22,    0.91
19380000,  -23.00,  -23.00,  -22.49,  -22.44,  -22.22,    0.80
19440000,  -23.00,  -23.00,  -22.49,  -22.45,  -22.22,    0.53
19500000,  -23.00,  -23.00,  -22.54,  -22.46,  -22.22,    0.49
19560000,  -20.00,  -20.00,  -19.48,  -19.42,  -22.22,   -2.40
19620000,  -20.00,  -20.00,  -19.55,  -19.44,  -22.20,   -2.55
19680000,  -20.00,  -20.00,  -19.55,  -19.47,  -22.19,   -2.56
19740000,  -20.00,  -20.00,  -19.51,  -19.44,  -22.18,   -2.56
19800000,  -20.00,  -20.00,  -19.56,  -19.45,  -22.17,   -2.56
19860000,  -20.00,  -20.00,  -22.58,  -22.45,  -22.17,   -2.90
19920000,  -23.00,  -23.00,  -22.52,  -22.44,  -22.17,   -3.23
19980000,  -23.00,  -23.00,  -22.50,  -22.42,  -22.17,   -3.26
20040000,  -23.00,  -23.00,  -22.53,  -22.45,  -22.17,   -3.15
20100000,  -23.00,  -23.00,  -22.49,  -22.44,  -22.17,   -2.73
20160000,  -23.00,  -23.00,  -25.56,  -25.45,  -22.17,   -2.17
20220000,  -26.00,  -26.00,  -25.48,  -25.43,  -22.18,   -1.54
20280000,  -26.00,  -26.00,  -25.54,  -25.45,  -22.19,   -0.86
20340000,  -26.00,  -26.00,  -25.55,  -25.45,  -22.19,    0.29
20400000,  -26.00,  -26.00,  -25.54,  -25.45,  -22.20,    0.82
20460000,  -23.00,  -23.00,  -22.50,  -22.45,  -22.21,    1.18
20520000,  -23.00,  -23.00,  -22.51,  -22.45,  -22.21,    0.94
20580000,  -23.00,  -23.00,  -22.54,  -22.44,  -22.21,    0.86
20640000,  -23.00,  -23.00,  -22.50,  -22.45,  -22.21,    0.66
20700000,  -23.00,  -23.00,  -22.52,  -22.44,  -22.21,    0.49
20760000,  -20.00,  -20.00,  -19.53,  -19.43,  -22.21,   -2.16
20820000,  -20.00,  -20.00,  -19.48,  -19.43,  -22.20,   -2.55
20880000,  -20.00,  -20.00,  -19.52,  -19.44,  -22.18,   -2.56
20940000,  -20.00,  -20.00,  -19.56,  -19.45,  -22.17,   -2.57
21000000,  -20.00,  -20.00,  -19.56,  -19.45,  -22.16,   -2.56
21060000,  -20.00,  -20.00,  -22.55,  -22.44,  -22.16,   -2.72
21120000,  -23.00,  -23.00,  -22.49,  -22.44,  -22.16,   -3.18
21180000,  -23.00,  -23.00,  -22.53,  -22.43,  -22.16,   -3.30
21240000,  -23.00,  -23.00,  -22.52,  -22.45,  -22.16,   -3.26
21300000,  -23.00,  -23.00,  -22.49,  -22.44,  -22.16,   -2.91
21360000,  -23.00,  -23.00,  -25.56,  -25.45,  -22.16,   -2.37
21420000,  -26.00,  -26.00,  -25.51,  -25.45,  -22.17,   -1.76
21480000,  -26.00,  -26.00,  -25.49,  -25.45,  -22.17,   -1.10
21540000,  -26.00,  -26.00,  -25.50,  -25.45,  -22.18,   -0.43
21600000,  -26.00,  -26.00,  -25.57,  -25.45,  -22.19,    0.64
21660000,  -23.00,  -23.00,  -22.52,  -24.15,  -22.19,    1.18
21720000,  -23.00,  -23.00,  -22.56,  -22.47,  -22.19,    1.14
21780000,  -23.00,  -23.00,  -22.56,  -22.48,  -22.20,    0.92
21840000,  -23.00,  -23.00,  -22.48,  -22.45,  -22.20,    0.77
21900000,  -23.00,  -23.00,  -22.49,  -22.47,  -22.20,    0.49
21960000,  -23.00,  -23.00,  -22.53,  -22.45,  -22.20,    0.49
22020000,  -20.00,  -20.00,  -19.50,  -19.46,  -22.19,   -2.54
22080000,  -20.00,  -20.00,  -19.50,  -19.46,  -22.18,   -2.55
22140000,  -20.00,  -20.00,  -19.48,  -19.44,  -22.17,   -2.56
22200000,  -20.00,  -20.00,  -19.55,  -19.44,  -22.16,   -2.56
22260000,  -20.00,  -20.00,  -19.50,  -19.46,  -22.15,   -2.55
22320000,  -20.00,  -20.00,  -22.51,  -22.45,  -22.15,   -3.06
22380000,  -23.00,  -23.00,  -22.55,  -22.47,  -22.15,   -3.28
22440000,  -23.00,  -23.00,  -22.48,  -22.45,  -22.15,   -3.28
22500000,  -23.00,  -23.00,  -22.55,  -22.45,  -22.15,   -3.05
22560000,  -23.00,  -23.00,  -22.55,  -22.46,  -22.15,   -2.56
22620000,  -23.00,  -23.00,  -25.47,  -25.45,  -22.16,   -1.97
22680000,  -26.00,  -26.00,  -25.48,  -25.45,  -22.16,   -1.32
22740000,  -26.00,  -26.00,  -25.50,  -25.43,  -22.17,   -0.63
22800000,  -26.00,  -26.00,  -25.53,  -25.44,  -22.18,    0.46
22860000,  -26.00,  -26.00,  -25.48,  -25.41,  -22.18,    1.00
22920000,  -23.00,  -23.00,  -22.52,  -22.42,  -22.18,    1.17
22980000,  -23.00,  -23.00,  -22.49,  -22.42,  -22.18,    0.91
23040000,  -23.00,  -23.00,  -22.54,  -22.45,  -22.19,    0.80
23100000,  -23.00,  -23.00,  -22.50,  -22.44,  -22.19,    0.53
23160000,  -23.00,  -23.00,  -22.56,  -22.46,  -22.19,    0.49
23220000,  -20.00,  -20.00,  -19.50,  -19.46,  -22.18,   -2.39
23280000,  -20.00,  -20.00,  -19.53,  -19.46,  -22.17,   -2.55
23340000,  -20.00,  -20.00,  -19.54,  -19.43,  -22.16,   -2.56
23400000,  -20.00,  -20.00,  -19.51,  -19.44,  -22.15,   -2.56
23460000,  -20.00,  -20.00,  -19.52,  -19.44,  -22.14,   -2.56
23520000,  -20.00,  -20.00,  -22.53,  -22.45,  -22.14,   -2.89
23580000,  -23.00,  -23.00,  -22.47,  -22.42,  -22.14,   -3.22
23640000,  -23.00,  -23.00,  -22.49,  -22.44,  -22.14,   -3.26
23700000,  -23.00,  -23.00,  -22.51,  -22.47,  -22.14,   -3.15
23760000,  -23.00,  -23.00,  -22.53,  -22.45,  -22.14,   -2.74
23820000,  -23.00,  -23.00,  -25.54,  -25.48,  -22.15,   -2.18
23880000,  -26.00,  -26.00,  -25.52,  -25.45,  -22.15,   -1.55
23940000,  -26.00,  -26.00,  -25.55,  -25.45,  -22.16,   -0.87
24000000,  -26.00,  -26.00,  -25.50,  -25.43,  -22.16,    0.28
24060000,  -26.00,  -26.00,  -25.50,  -25.45,  -22.17,    0.81
24120000,  -26.00,  -26.00,  -49.60,  -49.49,  -22.18,    1.40
24180000,  -50.05,  -50.05,  -49.63,  -49.51,  -22.19,    2.07
24240000,  -50.05,  -50.05,  -49.67,  -49.51,  -22.20,    2.83
24300000,  -50.05,  -50.05,  -49.61,  -49.51,  -22.21,    3.72
24360000,  -50.05,  -50.05,  -49.57,  -49.50,  -22.22,    4.70
24420000,  -15.00,  -15.00,  -14.53,  -14.45,  -22.21,   -6.97
24480000,  -15.00,  -15.00,  -14.47,  -14.44,  -22.16,   -7.17
24540000,  -15.00,  -15.00,  -14.52,  -14.46,  -22.11,   -7.56
24600000,  -15.00,  -15.00,  -14.53,  -14.44,  -22.06,   -7.59
24660000,  -15.00,  -15.00,  -14.49,  -14.44,  -22.01,   -7.59
24720000,  -12.00,  -12.00,  -11.51,  -11.43,  -21.95,  -10.00
24780000,  -12.00,  -12.00,  -11.53,  -11.44,  -21.85,  -10.00
24840000,  -12.00,  -12.00,  -11.48,  -11.45,  -21.75,  -10.00
24900000,  -12.00,  -12.00,  -11.57,  -11.43,  -21.65,  -10.00
24960000,  -12.00,  -12.00,  -11.53,  -11.44,  -21.55,  -10.00
25020000,  -12.00,  -12.00,  -14.50,  -14.46,  -21.46,  -10.00
25080000,  -15.00,  -15.00,  -14.49,  -14.43,  -21.42,   -7.73
25140000,  -15.00,  -15.00,  -14.52,  -14.43,  -21.38,   -7.59
25200000,  -15.00,  -15.00,  -14.54,  -14.43,  -21.34,   -7.58
25260000,  -15.00,  -15.00,  -14.50,  -14.45,  -21.30,   -7.58
25320000,  -15.00,  -15.00,  -17.53,  -15.10,  -21.27,   -7.59
25380000,  -18.00,  -18.00,  -17.55,  -17.46,  -21.25,   -7.98
25440000,  -18.00,  -18.00,  -17.52,  -17.45,  -21.24,   -8.32
25500000,  -18.00,  -18.00,  -17.48,  -17.43,  -21.22,   -8.32
25560000,  -18.00,  -18.00,  -17.53,  -17.45,  -21.21,   -8.03
25620000,  -18.00,  -18.00,  -17.53,  -17.45,  -21.20,   -7.49
25680000,  -15.00,  -15.00,  -14.55,  -14.41,  -21.16,   -7.10
25740000,  -15.00,  -15.00,  -14.51,  -14.45,  -21.12,   -7.22
25800000,  -15.00,  -15.00,  -14.49,  -14.46,  -21.09,   -7.54
25860000,  -15.00,  -15.00,  -14.51,  -14.44,  -21.05,   -7.57
25920000,  -15.00,  -15.00,  -14.53,  -14.46,  -21.02,   -7.56
25980000,  -12.00,  -12.00,  -11.53,  -11.44,  -20.95,  -10.00
26040000,  -12.00,  -12.00,  -11.48,  -11.45,  -20.87,  -10.00
26100000,  -12.00,  -12.00,  -11.51,  -11.45,  -20.79,  -10.00
26160000,  -12.00,  -12.00,  -11.48,  -11.43,  -20.72,  -10.00
26220000,  -12.00,  -12.00,  -11.54,  -11.45,  -20.65,  -10.00
26280000,  -12.00,  -12.00,  -14.49,  -14.45,  -20.61,  -10.00
26340000,  -15.00,  -15.00,  -14.51,  -14.46,  -20.58,  -10.00
26400000,  -15.00,  -15.00,  -14.48,  -14.45,  -20.55,  -10.00
26460000,  -15.00,  -15.00,  -14.48,  -14.44,  -20.52,  -10.00
26520000,  -15.00,  -15.00,  -14.53,  -14.46,  -20.49,  -10.00
26580000,  -15.00,  -15.00,  -17.52,  -17.45,  -20.47,  -10.00
26640000,  -18.00,  -18.00,  -17.52,  -17.45,  -20.46,   -9.39
26700000,  -18.00,  -18.00,  -17.51,  -17.44,  -20.45,   -8.70
26760000,  -18.00,  -18.00,  -17.55,  -17.45,  -20.44,   -8.10
26820000,  -18.00,  -18.00,  -17.52,  -17.46,  -20.43,   -7.58
26880000,  -15.00,  -15.00,  -14.55,  -14.42,  -20.41,   -7.09
26940000,  -15.00,  -15.00,  -14.56,  -14.43,  -20.39,   -7.18
27000000,  -15.00,  -15.00,  -14.49,  -14.43,  -20.36,   -7.40
27060000,  -15.00,  -15.00,  -14.52,  -14.44,  -20.33,   -7.56
27120000,  -15.00,  -15.00,  -14.52,  -14.43,  -20.30,   -7.56
27180000,  -12.00,  -12.00,  -11.49,  -11.45,  -20.26,  -10.00
27240000,  -12.00,  -12.00,  -11.56,  -11.46,  -20.20,  -10.00
27300000,  -12.00,  -12.00,  -11.51,  -11.44,  -20.14,  -10.00
27360000,  -12.00,  -12.00,  -11.48,  -11.45,  -20.08,  -10.00
27420000,  -12.00,  -12.00,  -11.49,  -11.45,  -20.02,  -10.00
27480000,  -12.00,  -12.00,  -14.50,  -14.45,  -19.98,  -10.00
27540000,  -15.00,  -15.00,  -14.50,  -14.44,  -19.95,  -10.00
27600000,  -15.00,  -15.00,  -14.50,  -14.41,  -19.93,  -10.00
27660000,  -15.00,  -15.00,  -14.56,  -14.45,  -19.91,  -10.00
27720000,  -15.00,  -15.00,  -14.53,  -14.46,  -19.88,  -10.00
27780000,  -15.00,  -15.00,  -17.51,  -17.44,  -19.86,  -10.00
27840000,  -18.00,  -18.00,  -17.57,  -17.47,  -19.86,   -9.62
27900000,  -18.00,  -18.00,  -17.51,  -17.45,  -19.85,   -8.94
27960000,  -18.00,  -18.00,  -17.55,  -17.47,  -19.84,   -8.30
28020000,  -18.00,  -18.00,  -17.50,  -17.44,  -19.84,   -7.76
28080000,   -9.00,   -9.00,   -8.51,   -8.45,  -19.80,  -10.00
28140000,   -9.00,   -9.00,   -8.50,   -8.45,  -19.69,  -10.00
28200000,   -9.00,   -9.00,   -8.53,   -8.45,  -19.58,  -10.00
28260000,   -9.00,   -9.00,   -8.48,   -8.44,  -19.47,  -10.00
28320000,   -9.00,   -9.00,   -8.58,   -8.47,  -19.37,  -10.00
28380000,   -9.00,   -9.00,  -11.49,  -11.44,  -19.28,  -10.00
28440000,  -12.00,  -12.00,  -11.48,  -11.45,  -19.23,  -10.00
28500000,  -12.00,  -12.00,  -11.53,  -11.43,  -19.19,  -10.00
28560000,  -12.00,  -12.00,  -11.48,  -11.46,  -19.14,  -10.00
28620000,  -12.00,  -12.00,  -11.54,  -11.44,  -19.10,  -10.00
28680000,  -12.00,  -12.00,  -14.51,  -14.42,  -19.06,  -10.00
28740000,  -15.00,  -15.00,  -14.53,  -14.44,  -19.04,  -10.00
28800000,  -15.00,  -15.00,  -14.49,  -14.44,  -19.02,  -10.00
28860000,  -15.00,  -15.00,  -14.52,  -14.43,  -19.01,  -10.00
28920000,  -15.00,  -15.00,  -14.48,  -14.44,  -18.99,  -10.00
28980000,  -15.00,  -15.00,  -14.48,  -14.46,  -18.98,  -10.00
29040000,  -18.00,  -18.00,  -17.47,  -17.45,  -18.97,   -9.81
29100000,  -18.00,  -18.00,  -17.56,  -17.45,  -18.97,   -9.17
29160000,  -18.00,  -18.00,  -17.57,  -17.45,  -18.96,   -8.50
29220000,  -18.00,  -18.00,  -17.50,  -17.43,  -18.96,   -7.93
29280000,  -18.00,  -18.00,  -17.54,  -17.44,  -18.96,   -7.41
29340000,  -18.00,  -18.00,  -49.59,  -49.50,  -18.97,   -6.86
29400000,  -50.05,  -50.05,  -49.53,  -49.53,  -18.97,   -6.23
29460000,  -50.05,  -50.05,  -49.59,  -49.52,  -18.98,   -5.49
29520000,  -50.05,  -50.05,  -49.59,  -49.49,  -18.99,   -4.65
29580000,  -50.05,  -50.05,  -49.55,  -49.51,  -19.00,   -3.72
29640000,  -33.01,  -33.01,  -32.61,  -32.48,  -19.01,   -2.72
29700000,  -33.01,  -33.01,  -32.51,  -32.45,  -19.02,   -1.71
29760000,  -33.01,  -33.01,  -32.53,  -32.47,  -19.03,   -0.71
29820000,  -33.01,  -33.01,  -32.50,  -32.47,  -19.03,    1.28
29880000,  -33.01,  -33.01,  -32.60,  -32.45,  -19.04,    2.28
29940000,  -30.00,  -30.00,  -29.52,  -29.45,  -19.05,    3.28
30000000,  -30.00,  -30.00,  -29.50,  -29.45,  -19.06,    4.28
30060000,  -30.00,  -30.00,  -29.52,  -29.45,  -19.07,    5.28
30120000,  -30.00,  -30.00,  -29.52,  -29.46,  -19.07,    6.28
30180000,  -30.00,  -30.00,  -29.55,  -29.45,  -19.08,    7.01
30240000,  -30.00,  -30.00,  -32.48,  -32.45,  -19.09,    7.12
30300000,  -33.01,  -33.01,  -32.52,  -32.45,  -19.10,    7.05
30360000,  -33.01,  -33.01,  -32.55,  -32.45,  -19.11,    6.94
30420000,  -33.01,  -33.01,  -32.50,  -32.47,  -19.11,    7.34
30480000,  -33.01,  -33.01,  -32.53,  -32.43,  -19.12,    7.90
30540000,  -33.01,  -33.01,  -35.54,  -35.46,  -19.13,    8.54
30600000,  -36.01,  -36.01,  -35.50,  -35.47,  -19.14,    9.23
30660000,  -36.01,  -36.01,  -35.50,  -35.45,  -19.15,    9.84
30720000,  -36.01,  -36.01,  -35.51,  -35.45,  -19.16,   10.00
30780000,  -36.01,  -36.01,  -35.55,  -35.44,  -19.16,   10.00
30840000,  -33.01,  -33.01,  -32.49,  -32.45,  -19.17,   10.00
30900000,  -33.01,  -33.01,  -32.53,  -32.43,  -19.18,   10.00
30960000,  -33.01,  -33.01,  -32.53,  -32.44,  -19.19,   10.00
31020000,  -33.01,  -33.01,  -32.54,  -32.42,  -19.20,   10.00
31080000,  -33.01,  -33.01,  -32.55,  -32.44,  -19.20,   10.00
31140000,  -30.00,  -30.00,  -29.53,  -29.44,  -19.21,   10.00
31200000,  -30.00,  -30.00,  -29.50,  -29.47,  -19.22,    7.73
31260000,  -30.00,  -30.00,  -29.50,  -29.47,  -19.23,    7.49
31320000,  -30.00,  -30.00,  -29.51,  -29.46,  -19.24,    7.49
31380000,  -30.00,  -30.00,  -29.50,  -29.43,  -19.24,    7.50
31440000,  -30.00,  -30.00,  -32.51,  -32.45,  -19.25,    7.50
31500000,  -33.01,  -33.01,  -32.55,  -32.45,  -19.26,    7.20
31560000,  -33.01,  -33.01,  -32.51,  -32.46,  -19.27,    6.79
31620000,  -33.01,  -33.01,  -32.50,  -32.43,  -19.27,    7.15
31680000,  -33.01,  -33.01,  -32.55,  -32.45,  -19.28,    7.70
31740000,  -33.01,  -33.01,  -35.58,  -35.46,  -19.29,    8.32
31800000,  -36.01,  -36.01,  -35.55,  -35.45,  -19.30,    9.00
31860000,  -36.01,  -36.01,  -35.55,  -35.48,  -19.31,    9.65
31920000,  -36.01,  -36.01,  -35.58,  -35.46,  -19.31,   10.00
31980000,  -36.01,  -36.01,  -35.56,  -35.48,  -19.32,   10.00
32040000,  -33.01,  -33.01,  -32.54,  -32.44,  -19.33,   10.00
32100000,  -33.01,  -33.01,  -32.52,  -32.45,  -19.34,   10.00
32160000,  -33.01,  -33.01,  -32.49,  -32.43,  -19.34,   10.00
32220000,  -33.01,  -33.01,  -32.55,  -32.47,  -19.35,   10.00
32280000,  -33.01,  -33.01,  -32.54,  -32.45,  -19.36,   10.00
32340000,  -30.00,  -30.00,  -29.55,  -29.47,  -19.37,   10.00
32400000,  -30.00,  -30.00,  -29.53,  -29.45,  -19.38,    8.32
32460000,  -30.00,  -30.00,  -29.56,  -29.46,  -19.38,    7.49
32520000,  -30.00,  -30.00,  -29.50,  -29.45,  -19.39,    7.49
32580000,  -30.00,  -30.00,  -29.51,  -29.46,  -19.40,    7.49
32640000,  -30.00,  -30.00,  -29.56,  -29.45,  -19.40,    7.49
32700000,  -30.00,  -30.00,  -32.51,  -32.42,  -19.41,    7.39
32760000,  -33.01,  -33.01,  -32.47,  -32.44,  -19.42,    6.87
32820000,  -33.01,  -33.01,  -32.48,  -32.44,  -19.43,    6.99
32880000,  -33.01,  -33.01,  -32.52,  -32.45,  -19.43,    7.51
32940000,  -33.01,  -33.01,  -32.45,  -32.43,  -19.44,    8.11
33000000,  -33.01,  -33.01,  -35.52,  -35.46,  -19.45,    8.76
33060000,  -36.01,  -36.01,  -35.52,  -35.45,  -19.46,    9.46
33120000,  -36.01,  -36.01,  -35.51,  -35.46,  -19.46,   10.00
33180000,  -36.01,  -36.01,  -35.54,  -35.48,  -19.47,   10.00
33240000,  -36.01,  -36.01,  -35.53,  -35.45,  -19.48,   10.00
33300000,  -33.01,  -33.01,  -32.52,  -32.45,  -19.49,   10.00
33360000,  -33.01,  -33.01,  -32.59,  -32.44,  -19.50,   10.00
33420000,  -33.01,  -33.01,  -32.53,  -32.45,  -19.50,   10.00
33480000,  -33.01,  -33.01,  -32.50,  -32.47,  -19.51,   10.00
33540000,  -33.01,  -33.01,  -32.52,  -32.44,  -19.52,   10.00
33600000,  -30.00,  -30.00,  -29.51,  -29.45,  -19.52,   10.00
33660000,  -30.00,  -30.00,  -29.53,  -29.46,  -19.53,    7.54
33720000,  -30.00,  -30.00,  -29.55,  -29.44,  -19.54,    7.50
33780000,  -30.00,  -30.00,  -29.51,  -29.47,  -19.55,    7.49
33840000,  -30.00,  -30.00,  -29.56,  -29.47,  -19.55,    7.49
33900000,  -30.00,  -30.00,  -32.51,  -32.46,  -19.56,    7.49
33960000,  -33.01,  -33.01,  -32.52,  -32.45,  -19.57,    7.04
34020000,  -33.01,  -33.01,  -32.55,  -32.46,  -19.57,    6.89
34080000,  -33.01,  -33.01,  -32.51,  -32.45,  -19.58,    7.33
34140000,  -33.01,  -33.01,  -32.49,  -32.46,  -19.59,    7.90
34200000,  -33.01,  -33.01,  -35.54,  -35.45,  -19.60,    8.54
34260000,  -36.01,  -36.01,  -35.54,  -35.46,  -19.60,    9.23
34320000,  -36.01,  -36.01,  -35.56,  -35.47,  -19.61,    9.84
34380000,  -36.01,  -36.01,  -35.49,  -35.47,  -19.62,   10.00
34440000,  -36.01,  -36.01,  -35.52,  -35.45,  -19.63,   10.00
34500000,  -33.01,  -33.01,  -32.58,  -32.45,  -19.63,   10.00
34560000,  -33.01,  -33.01,  -32.50,  -32.45,  -19.64,   10.00
34620000,  -33.01,  -33.01,  -32.50,  -32.45,  -19.65,   10.00
